,ID,Title,Webindex,Company,Description,Category,Tokenized_description
247,00057,senior production technologist malaysia,70207759,evolution recruitment solutions pte ltd,my client is a major oil operator in malaysia who is currently looking for a senior porduction technologist provide technical production technology expertise to the satellites susurface team with a promary focus on satellite project maturation bachelor degree in petroleum engineering or equivalent minimum yrs production technology experience both in oil and gas reservior management and field development planning strong conceptual well design skills for subsea well systems experience in managing reservoir uncertainties and risks experience in deepwater project is an advantage,engineering,"['client', 'major', 'oil', 'operator', 'malaysia', 'senior', 'porduction', 'technologist', 'provide', 'technical', 'production', 'technology', 'expertise', 'satellites', 'susurface', 'team', 'promary', 'focus', 'satellite', 'project', 'maturation', 'bachelor', 'degree', 'petroleum', 'engineering', 'equivalent', 'minimum', 'yrs', 'production', 'technology', 'experience', 'oil', 'gas', 'reservior', 'management', 'field', 'development', 'planning', 'strong', 'conceptual', 'design', 'skills', 'subsea', 'systems', 'experience', 'managing', 'reservoir', 'uncertainties', 'risks', 'experience', 'deepwater', 'project', 'advantage']"
248,00058,workshop  service engineer,72690861,head office,are you a skilled and experienced diesel engine service engineer seeking sevice commissioning engineers large diesel gas powered systems marine offshore based applications mechanical electrical  excellent benefits,engineering,"['skilled', 'experienced', 'diesel', 'engine', 'service', 'engineer', 'seeking', 'sevice', 'commissioning', 'engineers', 'large', 'diesel', 'gas', 'powered', 'systems', 'marine', 'offshore', 'based', 'applications', 'mechanical', 'electrical', 'excellent', 'benefits']"
249,00059,development manager  citizens advice network,69501426,citizens advice,the citizens advice service helps people resolve their legal money and other problems by providing information and advice and by influencing policymakers at national citizens advice we work in close partnership with bureaux to ensure an effective and high quality service for all this is an exciting opportunity to work as a network development manager and manage our relationship with a number of bureaux in the citizens advice network and assist in the continuing work to develop a strong and sustainable network for citizens advice by helping bureaux with their planning and development you will be working with a national team of network development managers supporting the strategic development of the bureau network and will also be delivering projectbased work both with bureaux and for citizens advice including national initiatives this is an opportunity to use your proven ability in a management role where you have had responsibility for financial and human resources strategic planning organisational development and service delivery you will possess strong analytical skills with the ability to solve problems creatively and take a project management approach to the successful implementation of solutions citizens advice values diversity promotes equality and challenges discrimination we encourage and welcome applications from people of all backgrounds we particularly welcome applications from disabled and black asian and minority ethnic people as they are currently under represented in our workforce location nottingham office  home working ability to work in nottinghamshire cambridgeshire and leicestershire to apply please visit httpwwwcitizensadviceorgukindexjobopportunitiesjoboppscahtm,engineering,"['citizens', 'advice', 'service', 'helps', 'people', 'resolve', 'legal', 'money', 'problems', 'providing', 'information', 'advice', 'influencing', 'policymakers', 'national', 'citizens', 'advice', 'work', 'close', 'partnership', 'bureaux', 'ensure', 'effective', 'high', 'quality', 'service', 'exciting', 'opportunity', 'work', 'network', 'development', 'manager', 'manage', 'relationship', 'number', 'bureaux', 'citizens', 'advice', 'network', 'assist', 'continuing', 'work', 'develop', 'strong', 'sustainable', 'network', 'citizens', 'advice', 'helping', 'bureaux', 'planning', 'development', 'working', 'national', 'team', 'network', 'development', 'managers', 'supporting', 'strategic', 'development', 'bureau', 'network', 'delivering', 'projectbased', 'work', 'bureaux', 'citizens', 'advice', 'including', 'national', 'initiatives', 'opportunity', 'proven', 'ability', 'management', 'role', 'responsibility', 'financial', 'human', 'resources', 'strategic', 'planning', 'organisational', 'development', 'service', 'delivery', 'possess', 'strong', 'analytical', 'skills', 'ability', 'solve', 'problems', 'creatively', 'project', 'management', 'approach', 'successful', 'implementation', 'solutions', 'citizens', 'advice', 'values', 'diversity', 'promotes', 'equality', 'challenges', 'discrimination', 'encourage', 'applications', 'people', 'backgrounds', 'applications', 'disabled', 'black', 'asian', 'minority', 'ethnic', 'people', 'represented', 'workforce', 'location', 'nottingham', 'office', 'home', 'working', 'ability', 'work', 'nottinghamshire', 'cambridgeshire', 'leicestershire', 'apply', 'visit', 'httpwwwcitizensadviceorgukindexjobopportunitiesjoboppscahtm']"
250,00060,cnc programmer  setter  turner,67949291,prime time gs northampton,cnc programmersetterturner full time permanent c k pa day shift daventry a new opportunity within this long established precision engineering specialist involved in prototyping and production of engineered parts including high performance car commercial vehicle motorsport rail renewable energy and aerospace applications you will be tasked with programming fanuc controls setting tools and offset data and precision machining as required working on a wide range of cnc lathes additionally you will be responsible for proof machining components running machines and inspecting the parts that are produced working to tight tolerances you will produce high quality components from customer drawings and sample parts working mainly with small batch production speed and flexibility will be important in keeping the machines productive to be considered for this position you must have experience gained within a similar role programming setting and operating cnc lathes experience with fanuc or controls is essential you must have a good attention to detail an organised approach and be accustomed to working with minimum supervision excellent communication skills are also key to apply please forward your cv for the attention of andrew shearer,engineering,"['cnc', 'programmersetterturner', 'full', 'time', 'permanent', 'pa', 'day', 'shift', 'daventry', 'opportunity', 'long', 'established', 'precision', 'engineering', 'specialist', 'involved', 'prototyping', 'production', 'engineered', 'parts', 'including', 'high', 'performance', 'car', 'commercial', 'vehicle', 'motorsport', 'rail', 'renewable', 'energy', 'aerospace', 'applications', 'tasked', 'programming', 'fanuc', 'controls', 'setting', 'tools', 'offset', 'data', 'precision', 'machining', 'required', 'working', 'wide', 'range', 'cnc', 'lathes', 'additionally', 'responsible', 'proof', 'machining', 'components', 'running', 'machines', 'inspecting', 'parts', 'produced', 'working', 'tight', 'tolerances', 'produce', 'high', 'quality', 'components', 'customer', 'drawings', 'sample', 'parts', 'working', 'small', 'batch', 'production', 'speed', 'flexibility', 'important', 'keeping', 'machines', 'productive', 'considered', 'position', 'experience', 'gained', 'similar', 'role', 'programming', 'setting', 'operating', 'cnc', 'lathes', 'experience', 'fanuc', 'controls', 'essential', 'good', 'attention', 'detail', 'organised', 'approach', 'accustomed', 'working', 'minimum', 'supervision', 'excellent', 'communication', 'skills', 'key', 'apply', 'forward', 'cv', 'attention', 'andrew', 'shearer']"
251,00061,software engineers embedded cc defence,68218446,inspired recruitment,software engineers required for a leading systems integrator within the aerospace and defence sector the organisation is leading the way in developing embedded software for the next generation of worldwide integrated power management and distribution systems for vehicles job role the software engineer will be working as part of the overall engineering team and must be able to manage their individual project tasks as well as provide accurate estimates and technical evaluations for future work continued support of the software for the business products low level driver and bsp development for bespoke electronic hardware designs ownership and development of the business software development processes and toolchain key skills you will have previous experience of developing embedded software solutions in c  c  c and a basic understanding of electronics the ability to take ownership and delivery of projects whilst working as part of a team c c c windows embedded familiarity with borland visual studio  familiarity with operating systems dos windows databus communications ie ethernet rs arinc429 milstd  pc based pmcxmc and bespoke embedded systems pci and pcie experience test driven development virtual machine development open source tool chain desirable requirements engineering c c c xmlbased configuration and datatransfer gui development and programming pc architectures isa bus uml sysml scade model based development rhapsody misra dob tickit iec def stan  this is a fantastic opportunity to join a global organisation considered a leader in its fields of expertise and has a world wide customer base due to the nature of the work applicants must be capable of obtaining sc level uk security clearance to apply please send a copy of your latest cv and salary expectations to quang or contact me on apply online only inspired recruitment is acting as an employment agency in relation to this vacancy,engineering,"['software', 'engineers', 'required', 'leading', 'systems', 'integrator', 'aerospace', 'defence', 'sector', 'organisation', 'leading', 'developing', 'embedded', 'software', 'generation', 'worldwide', 'integrated', 'power', 'management', 'distribution', 'systems', 'vehicles', 'job', 'role', 'software', 'engineer', 'working', 'part', 'engineering', 'team', 'manage', 'individual', 'project', 'tasks', 'provide', 'accurate', 'estimates', 'technical', 'evaluations', 'future', 'work', 'continued', 'support', 'software', 'business', 'products', 'low', 'level', 'driver', 'bsp', 'development', 'bespoke', 'electronic', 'hardware', 'designs', 'ownership', 'development', 'business', 'software', 'development', 'processes', 'toolchain', 'key', 'skills', 'previous', 'experience', 'developing', 'embedded', 'software', 'solutions', 'basic', 'understanding', 'electronics', 'ability', 'ownership', 'delivery', 'projects', 'whilst', 'working', 'part', 'team', 'windows', 'embedded', 'familiarity', 'borland', 'visual', 'studio', 'familiarity', 'operating', 'systems', 'dos', 'windows', 'databus', 'communications', 'ethernet', 'rs', 'arinc', 'milstd', 'pc', 'based', 'pmcxmc', 'bespoke', 'embedded', 'systems', 'pci', 'pcie', 'experience', 'test', 'driven', 'development', 'virtual', 'machine', 'development', 'open', 'source', 'tool', 'chain', 'desirable', 'requirements', 'engineering', 'xmlbased', 'configuration', 'datatransfer', 'gui', 'development', 'programming', 'pc', 'architectures', 'isa', 'bus', 'uml', 'sysml', 'scade', 'model', 'based', 'development', 'rhapsody', 'misra', 'dob', 'tickit', 'iec', 'def', 'stan', 'fantastic', 'opportunity', 'join', 'global', 'organisation', 'considered', 'leader', 'fields', 'expertise', 'world', 'wide', 'customer', 'base', 'due', 'nature', 'work', 'applicants', 'capable', 'obtaining', 'sc', 'level', 'uk', 'security', 'clearance', 'apply', 'send', 'copy', 'latest', 'cv', 'salary', 'expectations', 'quang', 'contact', 'apply', 'online', 'inspired', 'recruitment', 'acting', 'employment', 'agency', 'relation', 'vacancy']"
252,00062,optical technician,69993139,champion technical,my client based in oxford is looking for an optical technician to work alongside a skilled team of engineers and design professionals who seek to develop new and innovative vision correction products as an optical technician you will be involved in the test and assembly of optical products on an ongoing temporary basis the successful candidate with have some experience of calibrating advanced products as optical technician you will also carry out the following  using computer aided machinery to form new lenses  a ssembling and testing products to ensure quality  using different methods of machinery to develop the latest products  grind smooth and polish the lenses  apply finishing touches using polishes glazes and tints the ideal candidate will have the following  high levels of accuracy is essential  good a mechanical aptitude with fine handwork  sound level of mathematics please note that no terminology in this advert is intended to discriminate on the grounds of a persons gender marital status race religion colour age disability or sexual orientation each candidate will be assessed only in accordance with their merits qualifications and ability to perform the duties of the job champion technical a specialist division of champion employment ltd acting as an employment agency business please note only candidates with the relevant skills and experience will be contacted at this time if you do not hear back from us within four days you have unfortunately been unsuccessful in your application please continue to visit the website for other opportunities this job was originally posted as wwwtotaljobscomjobseekingopticaltechnicianjob,engineering,"['client', 'based', 'oxford', 'optical', 'technician', 'work', 'alongside', 'skilled', 'team', 'engineers', 'design', 'professionals', 'seek', 'develop', 'innovative', 'vision', 'correction', 'products', 'optical', 'technician', 'involved', 'test', 'assembly', 'optical', 'products', 'ongoing', 'temporary', 'basis', 'successful', 'candidate', 'experience', 'calibrating', 'advanced', 'products', 'optical', 'technician', 'carry', 'computer', 'aided', 'machinery', 'form', 'lenses', 'ssembling', 'testing', 'products', 'ensure', 'quality', 'methods', 'machinery', 'develop', 'latest', 'products', 'grind', 'smooth', 'polish', 'lenses', 'apply', 'finishing', 'touches', 'polishes', 'glazes', 'tints', 'ideal', 'candidate', 'high', 'levels', 'accuracy', 'essential', 'good', 'mechanical', 'aptitude', 'fine', 'handwork', 'sound', 'level', 'mathematics', 'note', 'terminology', 'advert', 'intended', 'discriminate', 'grounds', 'persons', 'gender', 'marital', 'status', 'race', 'religion', 'colour', 'age', 'disability', 'sexual', 'orientation', 'candidate', 'assessed', 'accordance', 'merits', 'qualifications', 'ability', 'perform', 'duties', 'job', 'champion', 'technical', 'specialist', 'division', 'champion', 'employment', 'acting', 'employment', 'agency', 'business', 'note', 'candidates', 'relevant', 'skills', 'experience', 'contacted', 'time', 'hear', 'back', 'days', 'unsuccessful', 'application', 'continue', 'visit', 'website', 'opportunities', 'job', 'originally', 'posted', 'wwwtotaljobscomjobseekingopticaltechnicianjob']"
253,00063,applicationsdesign engineer,72238038,petrie recruitment,job elements   support customer opportunities which require technical analysis and review together with sales team  overall design responsibility for key assigned products o value engineering o meeting latest standards o product enhancements  upgrades  lead developments of new products for key ranges  support customer issues that may require technical input during order execution  providing design calculations for key products to support customer opportunities and orders worldwide  designing solutions based on customer needs for key product ranges  supporting sales team on customer meetings as required  leading value engineering projects on certain products working with various teams within the business to achieve objectives modularizing designs as much as possible the ideal candidate will have  degree qualified engineering  knowledge of engineering drawing software programs cad  worked within manufacturing environment  minimum 5 years experience  selfdriven energetic  excellent communication skills  team player  ability to create and maintain good relationships both internally and externally for further vacancies please visit httpwwwpetriecouk follow us on httpwwwtwittercompetrierecruit receive updates via httpwwwfacebookcompagespetrierecruitment this job was originally posted as wwwtotaljobscomjobseekingapplicationsdesignengineerjob,engineering,"['job', 'elements', 'support', 'customer', 'opportunities', 'require', 'technical', 'analysis', 'review', 'sales', 'team', 'design', 'responsibility', 'key', 'assigned', 'products', 'engineering', 'meeting', 'latest', 'standards', 'product', 'enhancements', 'upgrades', 'lead', 'developments', 'products', 'key', 'ranges', 'support', 'customer', 'issues', 'require', 'technical', 'input', 'order', 'execution', 'providing', 'design', 'calculations', 'key', 'products', 'support', 'customer', 'opportunities', 'orders', 'worldwide', 'designing', 'solutions', 'based', 'customer', 'key', 'product', 'ranges', 'supporting', 'sales', 'team', 'customer', 'meetings', 'required', 'leading', 'engineering', 'projects', 'products', 'working', 'teams', 'business', 'achieve', 'objectives', 'modularizing', 'designs', 'ideal', 'candidate', 'degree', 'qualified', 'engineering', 'knowledge', 'engineering', 'drawing', 'software', 'programs', 'cad', 'worked', 'manufacturing', 'environment', 'minimum', 'years', 'experience', 'selfdriven', 'energetic', 'excellent', 'communication', 'skills', 'team', 'player', 'ability', 'create', 'maintain', 'good', 'relationships', 'internally', 'externally', 'vacancies', 'visit', 'httpwwwpetriecouk', 'follow', 'httpwwwtwittercompetrierecruit', 'receive', 'updates', 'httpwwwfacebookcompagespetrierecruitment', 'job', 'originally', 'posted', 'wwwtotaljobscomjobseekingapplicationsdesignengineerjob']"
254,00064,senior mechanical design engineer,71685513,meridian business support limited,our client is a small but rapidly expanding global technology company with a range of career opportunities as part of its ambitious growth plan the company develops and markets vision correction eyewear for both commercial and humanitarian markets and its innovative lens technology provides many uniques advantages that are unmatched by other product offerings in the market place they are seeking a senior mechanical design engineer to ensure that technical design meets the technical requirement of the specification and is delivered in line with the aesthetic and user requirements duties will include concept design and selection design for manufacture input into dfmea s assist in transfer of product from development into manufacturing candidates will have an extensive background in the design and manufacture in a commercial organisation will have worked with a variety of manufacturing techniques in a number of different materials and have experience of intricate mechanism and small scale design and seal design experience of d d cad and cad data management preferably solidworks is essential and a knowledge of optics and optical design or medical device design and associated requirements would be highly advantageous our client also has a vacancy for an intermediate level mechanical design engineer this is a fantastic opportunity to develop your career and contribute to the growth of an exciting and forwardthinking company our client is highly motivated to interview candidates as soon as possible so if you have the required experience please apply immediatelymeridian business support are acting on behalf of our clients as a recruitment agency,engineering,"['client', 'small', 'rapidly', 'expanding', 'global', 'technology', 'company', 'range', 'career', 'opportunities', 'part', 'ambitious', 'growth', 'plan', 'company', 'develops', 'markets', 'vision', 'correction', 'eyewear', 'commercial', 'humanitarian', 'markets', 'innovative', 'lens', 'technology', 'uniques', 'advantages', 'unmatched', 'product', 'offerings', 'market', 'place', 'seeking', 'senior', 'mechanical', 'design', 'engineer', 'ensure', 'technical', 'design', 'meets', 'technical', 'requirement', 'specification', 'delivered', 'line', 'aesthetic', 'user', 'requirements', 'duties', 'include', 'concept', 'design', 'selection', 'design', 'manufacture', 'input', 'dfmea', 'assist', 'transfer', 'product', 'development', 'manufacturing', 'candidates', 'extensive', 'background', 'design', 'manufacture', 'commercial', 'organisation', 'worked', 'variety', 'manufacturing', 'techniques', 'number', 'materials', 'experience', 'intricate', 'mechanism', 'small', 'scale', 'design', 'seal', 'design', 'experience', 'cad', 'cad', 'data', 'management', 'preferably', 'solidworks', 'essential', 'knowledge', 'optics', 'optical', 'design', 'medical', 'device', 'design', 'requirements', 'highly', 'advantageous', 'client', 'vacancy', 'intermediate', 'level', 'mechanical', 'design', 'engineer', 'fantastic', 'opportunity', 'develop', 'career', 'contribute', 'growth', 'exciting', 'forwardthinking', 'company', 'client', 'highly', 'motivated', 'interview', 'candidates', 'required', 'experience', 'apply', 'immediatelymeridian', 'business', 'support', 'acting', 'behalf', 'clients', 'recruitment', 'agency']"
255,00065,electrical maintenance engineer k mobile data centre  reading,70675910,randstad,mobile maintenance electrical engineersloughand surrounding areas pound immediate interview my client is one of the largest service providers within theuk constantly winning new contracts they have built up a strong reputation within the industry and are looking for an electrical biased engineer to work on a global telecoms provider you will be covering all the buildings within the contract which includes all data centers for an established provider which will give to a wide range of experience which will be challenging and rewarding you will be electrically biased with 17th edition and will have an understanding of critical plant including ups generators comms rooms switch rooms and servers for your hard work you will be paid a basic of k allowances of pound bringing you to a total of pound including a company vehicle with overtime available the provider is naturally known for progression within and hard work could lead to promotion to supervisor and above the successful candidate will have to be  electrically qualified through apprenticeship or equivalent 17th edition hold a full clean uk driving license proven track record in building maintenance we welcome applications from candidates of all ages candidates must be eligible to live and work in the uk,engineering,"['mobile', 'maintenance', 'electrical', 'engineersloughand', 'surrounding', 'areas', 'pound', 'interview', 'client', 'largest', 'service', 'providers', 'theuk', 'constantly', 'winning', 'contracts', 'built', 'strong', 'reputation', 'industry', 'electrical', 'biased', 'engineer', 'work', 'global', 'telecoms', 'provider', 'covering', 'buildings', 'contract', 'includes', 'data', 'centers', 'established', 'provider', 'give', 'wide', 'range', 'experience', 'challenging', 'rewarding', 'electrically', 'biased', 'edition', 'understanding', 'critical', 'plant', 'including', 'ups', 'generators', 'comms', 'rooms', 'switch', 'rooms', 'servers', 'hard', 'work', 'paid', 'basic', 'allowances', 'pound', 'bringing', 'total', 'pound', 'including', 'company', 'vehicle', 'overtime', 'provider', 'naturally', 'progression', 'hard', 'work', 'lead', 'promotion', 'supervisor', 'successful', 'candidate', 'electrically', 'qualified', 'apprenticeship', 'equivalent', 'edition', 'hold', 'full', 'clean', 'uk', 'driving', 'license', 'proven', 'track', 'record', 'building', 'maintenance', 'applications', 'candidates', 'ages', 'candidates', 'eligible', 'live', 'work', 'uk']"
256,00066,applications development engineer,67958106,barker ross recruitment ltd,do you want to work for a successful company who manufacture a range of electrical analysers for use in several industries from manufacturing medical to gas flow they are looking for an experienced applications development engineer who will design develop deploy and test software applications for the group you will need to be able to understand and capture end user requirements work with other engineering and marketing personnel to translate them into software specifications to fulfill the role you will need too create innovative product ideas that are fit for purpose designing easy to use user interfaces and coding software applications to produce end user manuals and technical documentation to adhere to company quality and policy  practices to ensure product is fit for purpose  this implies understanding of target user and environment candidates will need a minimum of 3 years c c programming experience on pc platforms using visual studio ide gui development good experience of a least one gui toolkit  ie qt  net  mfc  good oop skills design patterns refactoring  iterative development and have at least one scripting language ecma script  python etc database experience including sql queries you will join a team within this established company and there is every opportunity to grow and develop your career a good salary of circa   benefits call jane on    to discuss further skills required c c programming experience  visual studio ide  gui development  qt  net  mfc  oop skills  sign patterns  refactoring  iterative development  ecma script  python  sql queries,engineering,"['work', 'successful', 'company', 'manufacture', 'range', 'electrical', 'analysers', 'industries', 'manufacturing', 'medical', 'gas', 'flow', 'experienced', 'applications', 'development', 'engineer', 'design', 'develop', 'deploy', 'test', 'software', 'applications', 'group', 'understand', 'capture', 'end', 'user', 'requirements', 'work', 'engineering', 'marketing', 'personnel', 'translate', 'software', 'specifications', 'fulfill', 'role', 'create', 'innovative', 'product', 'ideas', 'fit', 'purpose', 'designing', 'easy', 'user', 'interfaces', 'coding', 'software', 'applications', 'produce', 'end', 'user', 'manuals', 'technical', 'documentation', 'adhere', 'company', 'quality', 'policy', 'practices', 'ensure', 'product', 'fit', 'purpose', 'implies', 'understanding', 'target', 'user', 'environment', 'candidates', 'minimum', 'years', 'programming', 'experience', 'pc', 'platforms', 'visual', 'studio', 'ide', 'gui', 'development', 'good', 'experience', 'gui', 'toolkit', 'qt', 'net', 'mfc', 'good', 'oop', 'skills', 'design', 'patterns', 'refactoring', 'iterative', 'development', 'scripting', 'language', 'ecma', 'script', 'python', 'database', 'experience', 'including', 'sql', 'queries', 'join', 'team', 'established', 'company', 'opportunity', 'grow', 'develop', 'career', 'good', 'salary', 'circa', 'benefits', 'call', 'jane', 'discuss', 'skills', 'required', 'programming', 'experience', 'visual', 'studio', 'ide', 'gui', 'development', 'qt', 'net', 'mfc', 'oop', 'skills', 'sign', 'patterns', 'refactoring', 'iterative', 'development', 'ecma', 'script', 'python', 'sql', 'queries']"
257,00067,electrical design engineer,72404995,hartland recruitment advertising limited,design and development of the electrical systems control panels and circuitry for conveyor process machinery production lines packaging machinery  electrical design of machines and systems for world leading manufacturers joining a growing team you ll be designing the electrical drives motors controls hardware the control panels circuitry cable schedules for each machine systems conveyor system order working on autocad electrical to compile your designs these systems are all plc controlled and although programming skills are not required appreciation of plc control high speed machinery control and design is going to be very useful aside from your electrical systems design bias if you d like to become part of a growing team working on a range of cutting edge machinery projects where planned growth and the attendant career prospects are evident send me a copy of your cv,engineering,"['design', 'development', 'electrical', 'systems', 'control', 'panels', 'circuitry', 'conveyor', 'process', 'machinery', 'production', 'lines', 'packaging', 'machinery', 'electrical', 'design', 'machines', 'systems', 'world', 'leading', 'manufacturers', 'joining', 'growing', 'team', 'll', 'designing', 'electrical', 'drives', 'motors', 'controls', 'hardware', 'control', 'panels', 'circuitry', 'cable', 'schedules', 'machine', 'systems', 'conveyor', 'system', 'order', 'working', 'autocad', 'electrical', 'compile', 'designs', 'systems', 'plc', 'controlled', 'programming', 'skills', 'required', 'appreciation', 'plc', 'control', 'high', 'speed', 'machinery', 'control', 'design', 'electrical', 'systems', 'design', 'bias', 'part', 'growing', 'team', 'working', 'range', 'cutting', 'edge', 'machinery', 'projects', 'planned', 'growth', 'attendant', 'career', 'prospects', 'evident', 'send', 'copy', 'cv']"
258,00068,regional maintenance engineer,72630830,ukstaffsearch,are looking for a role as regional maintenance engineer for a cluster of sites around kinross striling and washington if so read on as our client has an exciting opportunity for a maintenance engineer to carry out all its maintenance activities to the full with total compliance and in a timely and professional manner this is a key role within the business where a range of planned and reactive maintenance tasks need to be undertaken paying particular attention to health safety this will involve electrical and mechanical faultfind and repair of catering equipment and building services our client has a diverse range of catering and retail outlets and previous experience in these sectors would be desirable the successful regional maintenance engineer will report to the company services manager and will work closely with site management teams and the support centre helpdesk to ensure both reactive and planned preventative maintenance is completed in an efficient and effective manner the h ours of work will be a flexible  per week worked mostly monday to friday with the provision of out of hours telephone support to the sites some nights away from home will be required they are looking to recruit a multi skilled maintenance engineer to provide level 1 maintenance support who is able to work at fast pace recognise key priorities quickly thrive on change and take pride in consistently providing great service in return they will give you all the training and support you need including asbestos awareness h s specialist equipment working at height and train the trainer a company vehicle and great benefits requirements  previous experience of working in a facilities maintenance environment maintaining electrical and catering equipment  possess a recognised trade qualification in the engineering sector electrical plumbing engineering and ideally qualified to the 17th edition of iee wiring regulations  experience in all building maintenance disciplines  experience of basic plumbing  basic knowledge of refrigeration heating and ventilation contractor processes  ability to understand financial budgets and experience of working within them  practical and flexible approach to work with the ability to multitask work under pressure to achieve deadlines  excellent interpersonal skills  ability to work on own initiative  good it skills microsoft outlook word and excel in particular  full driving licence new year new job click below to apply today,engineering,"['role', 'regional', 'maintenance', 'engineer', 'cluster', 'sites', 'kinross', 'striling', 'washington', 'read', 'client', 'exciting', 'opportunity', 'maintenance', 'engineer', 'carry', 'maintenance', 'activities', 'full', 'total', 'compliance', 'timely', 'professional', 'manner', 'key', 'role', 'business', 'range', 'planned', 'reactive', 'maintenance', 'tasks', 'undertaken', 'paying', 'attention', 'health', 'safety', 'involve', 'electrical', 'mechanical', 'faultfind', 'repair', 'catering', 'equipment', 'building', 'services', 'client', 'diverse', 'range', 'catering', 'retail', 'outlets', 'previous', 'experience', 'sectors', 'desirable', 'successful', 'regional', 'maintenance', 'engineer', 'report', 'company', 'services', 'manager', 'work', 'closely', 'site', 'management', 'teams', 'support', 'centre', 'helpdesk', 'ensure', 'reactive', 'planned', 'preventative', 'maintenance', 'completed', 'efficient', 'effective', 'manner', 'work', 'flexible', 'week', 'worked', 'monday', 'friday', 'provision', 'hours', 'telephone', 'support', 'sites', 'nights', 'home', 'required', 'recruit', 'multi', 'skilled', 'maintenance', 'engineer', 'provide', 'level', 'maintenance', 'support', 'work', 'fast', 'pace', 'recognise', 'key', 'priorities', 'quickly', 'thrive', 'change', 'pride', 'consistently', 'providing', 'great', 'service', 'return', 'give', 'training', 'support', 'including', 'asbestos', 'awareness', 'specialist', 'equipment', 'working', 'height', 'train', 'trainer', 'company', 'vehicle', 'great', 'benefits', 'requirements', 'previous', 'experience', 'working', 'facilities', 'maintenance', 'environment', 'maintaining', 'electrical', 'catering', 'equipment', 'possess', 'recognised', 'trade', 'qualification', 'engineering', 'sector', 'electrical', 'plumbing', 'engineering', 'ideally', 'qualified', 'edition', 'iee', 'wiring', 'regulations', 'experience', 'building', 'maintenance', 'disciplines', 'experience', 'basic', 'plumbing', 'basic', 'knowledge', 'refrigeration', 'heating', 'ventilation', 'contractor', 'processes', 'ability', 'understand', 'financial', 'budgets', 'experience', 'working', 'practical', 'flexible', 'approach', 'work', 'ability', 'multitask', 'work', 'pressure', 'achieve', 'deadlines', 'excellent', 'interpersonal', 'skills', 'ability', 'work', 'initiative', 'good', 'skills', 'microsoft', 'outlook', 'word', 'excel', 'full', 'driving', 'licence', 'year', 'job', 'click', 'apply', 'today']"
259,00069,quantity surveyor  senior quantity surveyor  civils,68707581,cityscape recruitment ltd,quantity surveyor  senior quantity surveyor  civils my client is a large civils contractor that operate across the uk in a wide range of sectors both within civil engineering and construction specifically they have a number of offices in the uk and a main office in the barnsley area the company have grown on performance and reputation and have grown significantly over a period of time and are now one of the industries largest contractors that operate across the entire civil engineering sectorthey recruit only the best people who can work with an open mind with dedication and with a professional outtake there are excellent opportunities for the right candidate to join a strong yet growing company where heshe will have the opportunity to develop grow and expand there are also longterm opportunities within the company for you to work your way up the ladder they cover sectors such as infrastructure build construction and civil engineering the company are involved in a number of large and smaller projects across each sector and boast a quality passionate and thorough service the role i am currently recruiting for a qs  sqs to join a known civils contractor the business has grown significantly over the past few years there is the plan to at least double in size the company are continuously involved in some of the biggest rail projects in the civil engineering industry all long term projects and their quality and reputation is working brilliantly for them in their expansion and growth the ideal candidate for this role will have previous experience within rail or general civils you will have experience  knowledge of the nec form of contract you will display longevity for another contractor and a thorough work history you will be based from my clients london offices which is in a good location for travel to sites within the central london vicinity package the salary range for these roles are    per annum  travel allowances a few standard additions apply please send a cv to leannecityscapeltdcom this job was originally posted as wwwtotaljobscomjobseekingquantitysurveyorseniorquantitysurveyorcivilsjob,engineering,"['quantity', 'surveyor', 'senior', 'quantity', 'surveyor', 'civils', 'client', 'large', 'civils', 'contractor', 'operate', 'uk', 'wide', 'range', 'sectors', 'civil', 'engineering', 'construction', 'specifically', 'number', 'offices', 'uk', 'main', 'office', 'barnsley', 'area', 'company', 'grown', 'performance', 'reputation', 'grown', 'significantly', 'period', 'time', 'industries', 'largest', 'contractors', 'operate', 'entire', 'civil', 'engineering', 'sectorthey', 'recruit', 'people', 'work', 'open', 'mind', 'dedication', 'professional', 'outtake', 'excellent', 'opportunities', 'candidate', 'join', 'strong', 'growing', 'company', 'heshe', 'opportunity', 'develop', 'grow', 'expand', 'longterm', 'opportunities', 'company', 'work', 'ladder', 'cover', 'sectors', 'infrastructure', 'build', 'construction', 'civil', 'engineering', 'company', 'involved', 'number', 'large', 'smaller', 'projects', 'sector', 'boast', 'quality', 'passionate', 'service', 'role', 'recruiting', 'qs', 'sqs', 'join', 'civils', 'contractor', 'business', 'grown', 'significantly', 'past', 'years', 'plan', 'double', 'size', 'company', 'continuously', 'involved', 'biggest', 'rail', 'projects', 'civil', 'engineering', 'industry', 'long', 'term', 'projects', 'quality', 'reputation', 'working', 'brilliantly', 'expansion', 'growth', 'ideal', 'candidate', 'role', 'previous', 'experience', 'rail', 'general', 'civils', 'experience', 'knowledge', 'nec', 'form', 'contract', 'display', 'longevity', 'contractor', 'work', 'history', 'based', 'clients', 'london', 'offices', 'good', 'location', 'travel', 'sites', 'central', 'london', 'vicinity', 'package', 'salary', 'range', 'roles', 'annum', 'travel', 'allowances', 'standard', 'additions', 'apply', 'send', 'cv', 'leannecityscapeltdcom', 'job', 'originally', 'posted', 'wwwtotaljobscomjobseekingquantitysurveyorseniorquantitysurveyorcivilsjob']"
